open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-01-18 13:25:00,103233.43,103492.25,103233.43,103492.25,0.01553,1737206999999,1607.08703000,6,0.01496000,1548.24397490,0
2025-01-18 13:30:00,103492.24,103616.85,103491.54,103616.85,0.54438,1737207299999,56369.56488160,13,0.54438000,56369.56488160,0
2025-01-18 13:35:00,103454.75,103853.14,103454.75,103852.46,0.00418,1737207599999,433.91120400,4,0.00370000,384.25292400,0
2025-01-18 13:40:00,103853.14,103946.96,103853.14,103946.96,0.32178,1737207899999,33442.82153250,18,0.01328000,1380.39185250,0
2025-01-18 13:45:00,103816.15,103948.31,103789.93,103791.09,0.00678,1737208199999,703.88483950,8,0.00114000,118.50066270,0
2025-01-18 13:50:00,103943.29,103943.29,103942.95,103942.95,0.00507,1737208499999,526.99084490,2,0.00507000,526.99084490,0
2025-01-18 13:55:00,103948.31,104384.64,103948.31,104384.64,0.1263,1737208799999,13160.23748850,56,0.12515000,13040.62440470,0
2025-01-18 14:00:00,104384.39,104437.92,104113.41,104177.7,0.00637,1737209099999,664.93725360,12,0.00584000,609.74191220,0
2025-01-18 14:05:00,104435.43,104435.43,104430.0,104430.0,0.00089,1737209399999,92.94427470,2,0.00029000,30.28627470,0
2025-01-18 14:10:00,104177.17,104177.17,104128.66,104128.66,0.00012,1737209699999,12.49592430,2,0.00000000,0.00000000,0
2025-01-18 14:15:00,104373.46,104378.92,104270.75,104270.75,0.01301,1737209999999,1357.89785130,4,0.00003000,3.13136760,0
2025-01-18 14:20:00,104437.27,104441.67,104302.37,104441.67,0.02825,1737210299999,2950.33948750,8,0.02791000,2914.86503620,0
2025-01-18 14:25:00,104305.48,104448.49,104148.12,104148.12,0.00501,1737210599999,522.24642380,9,0.00097000,101.31361260,0
2025-01-18 14:30:00,104103.7,104104.69,104103.7,104104.69,0.00187,1737210899999,194.67409630,4,0.00001000,1.04104690,0
2025-01-18 14:35:00,103930.08,104098.46,103785.32,103838.07,0.03572,1737211199999,3711.61163360,15,0.01123000,1168.80357470,0
2025-01-18 14:40:00,103837.66,103987.97,103837.66,103979.8,0.01235,1737211499999,1283.79966570,4,0.01235000,1283.79966570,0
2025-01-18 14:45:00,103978.98,103978.98,103968.63,103968.63,0.07645,1737211799999,7949.17082670,4,0.07645000,7949.17082670,0
2025-01-18 14:50:00,103784.34,103979.8,103784.34,103979.8,0.04828,1737212099999,5014.58310650,9,0.02085000,2167.74806170,0
2025-01-18 14:55:00,104121.67,104121.67,104120.85,104120.85,0.07212,1737212399999,7509.22481340,9,0.07212000,7509.22481340,0
2025-01-18 15:00:00,104120.4,104120.4,103785.35,104109.48,0.01687,1737212699999,1754.01362060,18,0.00915000,952.69960430,0
2025-01-18 15:05:00,103843.29,103843.29,103843.29,103843.29,0.00031,1737212999999,32.19141990,1,0.00000000,0.00000000,0
2025-01-18 15:10:00,103849.82,104167.04,103849.82,104167.04,0.00118,1737213299999,122.89274860,4,0.00115000,119.77723800,0
2025-01-18 15:15:00,104166.71,104166.71,104166.47,104166.47,0.01244,1737213599999,1295.83247080,2,0.01244000,1295.83247080,0
2025-01-18 15:20:00,104203.13,104203.13,103927.71,103928.52,0.0054,1737213899999,561.29780080,3,0.00032000,33.34500160,0
2025-01-18 15:25:00,104244.26,104315.74,104244.26,104315.74,0.00158,1737214199999,164.81500190,6,0.00158000,164.81500190,0
2025-01-18 15:30:00,104408.01,104408.01,104408.01,104408.01,0.00011,1737214499999,11.48488110,1,0.00011000,11.48488110,0
2025-01-18 15:35:00,104441.67,104779.8,104357.06,104509.55,0.07141,1737214799999,7466.39052690,49,0.07016000,7335.83288420,0
2025-01-18 15:40:00,104510.43,104789.03,104510.3,104782.98,0.22354,1737215099999,23369.25132870,48,0.01839000,1926.99104370,0
2025-01-18 15:45:00,104782.95,104918.89,104638.62,104918.46,0.10348,1737215399999,10845.88542970,94,0.07296000,7650.78518590,0
2025-01-18 15:50:00,104918.46,104973.51,104773.62,104779.73,0.14861,1737215699999,15589.58069920,60,0.12344000,12952.33245210,0
2025-01-18 15:55:00,104780.81,104973.46,104603.62,104964.02,0.09648,1737215999999,10118.47759120,71,0.05487000,5759.83088740,0
2025-01-18 16:00:00,104582.7,104775.78,104398.56,104774.59,0.11142,1737216299999,11660.92695550,37,0.08379000,8772.27984620,0
2025-01-18 16:05:00,104468.51,104774.18,104468.51,104767.25,0.2713,1737216599999,28423.33611580,86,0.19724000,20665.36419770,0
2025-01-18 16:10:00,104767.18,104767.18,104351.59,104351.59,1.02129,1737216899999,106617.30910760,47,0.00919000,962.76972140,0
2025-01-18 16:15:00,104328.63,104328.63,103785.34,103785.4,0.03413,1737217199999,3549.78391980,50,0.00081000,84.39767400,0
2025-01-18 16:20:00,104178.19,104178.19,103795.9,104176.15,0.0164,1737217499999,1708.44965580,8,0.01625000,1692.88027080,0
2025-01-18 16:25:00,103838.37,104173.04,103838.37,103844.15,0.01097,1737217799999,1141.42231620,5,0.00692000,720.87084870,0
2025-01-18 16:30:00,103846.23,104166.3,103846.23,104166.18,0.02234,1737218099999,2323.22043890,7,0.02028000,2109.29456210,0
2025-01-18 16:35:00,104160.07,104160.07,103697.46,103697.46,0.04477,1737218399999,4646.56898160,37,0.00175000,182.24929830,0
2025-01-18 16:40:00,103680.22,103973.36,103443.48,103813.99,0.01274,1737218699999,1319.98435940,31,0.00163000,169.40494980,0
2025-01-18 16:45:00,103443.37,103740.63,103395.95,103438.51,0.01996,1737218999999,2067.43989540,13,0.01875000,1942.23842250,0
2025-01-18 16:50:00,103437.01,103437.01,103198.17,103198.17,0.06058,1737219299999,6259.99127130,40,0.02616000,2705.90453430,0
2025-01-18 16:55:00,103198.29,103424.43,103198.29,103205.4,0.08585,1737219599999,8872.05864920,14,0.05490000,5677.92914530,0
2025-01-18 17:00:00,103205.4,103552.96,103205.4,103420.41,0.07561,1737219899999,7811.25618090,15,0.02054000,2124.28982470,0
2025-01-18 17:05:00,103389.31,103688.31,103388.09,103456.61,0.24823,1737220199999,25686.77092010,19,0.04944000,5121.16735800,0
2025-01-18 17:10:00,103456.83,103853.14,103456.83,103830.99,0.02155,1737220499999,2233.20752100,11,0.01458000,1512.10719070,0
2025-01-18 17:15:00,103891.43,104064.41,103667.9,103704.23,0.51186,1737220799999,53229.65824620,42,0.50065000,52067.51825580,0
2025-01-18 17:20:00,103704.23,103704.23,103704.23,103704.23,0.0,1737221099999,0.00000000,0,0.00000000,0.00000000,0
2025-01-18 17:25:00,103724.29,104056.52,103724.29,104056.51,0.00454,1737221399999,471.55989460,6,0.00195000,202.91019450,0
2025-01-18 17:30:00,103732.53,104064.27,103732.53,104064.27,0.20602,1737221699999,21432.97727390,6,0.19453000,20241.07647980,0
2025-01-18 17:35:00,103786.63,103786.63,103786.63,103786.63,0.00652,1737221999999,676.68882760,1,0.00000000,0.00000000,0
2025-01-18 17:40:00,104064.38,104064.38,103817.87,103817.93,0.0746,1737222299999,7753.14522010,6,0.03381000,3518.41309740,0
2025-01-18 17:45:00,104064.41,104188.33,103842.92,103852.27,0.00536,1737222599999,558.01906310,9,0.00534000,555.94211120,0
2025-01-18 17:50:00,104187.12,104187.12,104184.42,104184.42,0.0012,1737222899999,125.02195200,2,0.00120000,125.02195200,0
2025-01-18 17:55:00,103867.21,103872.63,103867.21,103872.51,0.05943,1737223199999,6173.14105190,13,0.00000000,0.00000000,0
2025-01-18 18:00:00,104163.75,104163.75,103819.18,103820.2,0.00695,1737223499999,722.66439610,6,0.00140000,145.81382670,0
2025-01-18 18:05:00,103825.62,103827.65,103825.61,103827.65,0.01374,1737223799999,1426.57287620,5,0.00000000,0.00000000,0
2025-01-18 18:10:00,103828.06,104127.42,103828.06,104127.42,0.0019,1737224099999,197.60261000,2,0.00110000,114.54016200,0
2025-01-18 18:15:00,103840.81,104125.9,103820.2,103820.2,0.09633,1737224399999,10016.07037700,29,0.04832000,5031.24337820,0
2025-01-18 18:20:00,104112.63,104112.63,103820.2,104108.81,0.01643,1737224699999,1709.74326300,9,0.01368000,1424.23768420,0
2025-01-18 18:25:00,103823.45,103994.89,103823.45,103920.0,0.01498,1737224999999,1556.64007840,8,0.01490000,1548.33358890,0
2025-01-18 18:30:00,103918.0,104200.0,103843.95,103853.63,0.14943,1737225299999,15546.48970160,34,0.14816000,15414.60711070,0
2025-01-18 18:35:00,104100.0,104100.0,103868.51,103870.22,0.01517,1737225599999,1576.85849610,5,0.00605000,629.56290000,0
2025-01-18 18:40:00,104000.0,104150.0,104000.0,104150.0,0.03667,1737225899999,3815.15330800,10,0.02932000,3050.75125000,0
2025-01-18 18:45:00,104125.0,104275.25,104125.0,104205.0,0.02654,1737226199999,2764.86643720,14,0.01846000,1923.31924960,0
2025-01-18 18:50:00,104225.0,104275.75,104068.32,104068.32,0.03789,1737226499999,3946.83688730,21,0.01711000,1783.64138210,0
2025-01-18 18:55:00,104068.4,104068.4,104000.01,104000.01,0.01343,1737226799999,1397.39689150,7,0.00000000,0.00000000,0
2025-01-18 19:00:00,104257.5,104257.51,104009.31,104011.24,0.06765,1737227099999,7052.45845770,4,0.06537000,6815.31340950,0
2025-01-18 19:05:00,104287.52,104287.52,104284.31,104284.31,0.00486,1737227399999,506.83307000,8,0.00486000,506.83307000,0
2025-01-18 19:10:00,104279.96,104279.96,104022.93,104022.93,0.09262,1737227699999,9657.83258200,7,0.09089000,9477.87291310,0
2025-01-18 19:15:00,104290.93,104290.93,104190.0,104190.0,0.00218,1737227999999,227.23229260,4,0.00218000,227.23229260,0
2025-01-18 19:20:00,104172.0,104172.0,104171.87,104171.87,0.00325,1737228299999,338.55899450,9,0.00325000,338.55899450,0
2025-01-18 19:25:00,104054.21,104179.99,104054.21,104179.99,0.02839,1737228599999,2954.51467750,7,0.00918000,955.63330340,0
2025-01-18 19:30:00,104180.0,104199.99,104039.7,104199.99,0.00508,1737228899999,529.25359380,6,0.00506000,527.17279980,0
2025-01-18 19:35:00,104123.45,104199.99,104045.23,104140.0,0.00836,1737229199999,870.47565820,6,0.00806000,839.26208920,0
2025-01-18 19:40:00,104165.0,104328.63,104165.0,104328.13,0.05171,1737229499999,5390.15403670,22,0.05171000,5390.15403670,0
2025-01-18 19:45:00,104362.33,104407.95,104328.87,104330.07,0.02562,1737229799999,2673.30765320,13,0.00622000,649.30646360,0
2025-01-18 19:50:00,104330.18,104355.0,104330.12,104330.12,0.00738,1737230099999,770.04473440,4,0.00446000,465.40064000,0
2025-01-18 19:55:00,104385.0,104441.67,104385.0,104439.13,0.01327,1737230399999,1385.71605250,9,0.01327000,1385.71605250,0
2025-01-18 20:00:00,104441.67,104441.67,104336.86,104336.86,0.00486,1737230699999,507.58115470,3,0.00485000,506.53778610,0
2025-01-18 20:05:00,104330.26,104441.67,104330.2,104332.92,0.26741,1737230999999,27899.16779660,10,0.00181000,188.86446400,0
2025-01-18 20:10:00,104333.47,104459.82,104332.59,104332.59,0.37266,1737231299999,38881.42571360,15,0.00071000,74.16644420,0
2025-01-18 20:15:00,104330.07,104439.07,104163.16,104434.82,0.04769,1737231599999,4969.62984310,15,0.00049000,51.17416680,0
2025-01-18 20:20:00,104433.58,104433.58,104094.97,104094.97,1.45181,1737231899999,151596.91043940,21,1.43152000,149484.52524660,0
2025-01-18 20:25:00,104096.89,104097.12,103836.06,103836.06,0.09117,1737232199999,9484.72616980,20,0.00000000,0.00000000,0
2025-01-18 20:30:00,104232.21,104232.21,103836.16,104192.97,0.00639,1737232499999,665.77803080,6,0.00630000,656.43277640,0
2025-01-18 20:35:00,103841.08,104084.81,103841.08,104084.81,0.00704,1737232799999,731.56704750,4,0.00215000,223.78234150,0
2025-01-18 20:40:00,103850.95,104083.77,103850.95,104083.77,0.00155,1737233099999,161.22507450,2,0.00110000,114.49214700,0
2025-01-18 20:45:00,104082.66,104082.66,104072.25,104072.25,0.0011,1737233399999,114.48226220,4,0.00110000,114.48226220,0
2025-01-18 20:50:00,104067.22,104067.22,103811.98,103816.81,0.07104,1737233699999,7375.35760580,8,0.00189000,196.68161750,0
2025-01-18 20:55:00,103812.81,104057.17,103812.81,104057.17,0.00626,1737233999999,650.15512230,4,0.00112000,116.54401950,0
2025-01-18 21:00:00,104057.09,104057.09,103828.26,104056.63,0.01078,1737234299999,1121.42021310,6,0.00941000,979.17549690,0
2025-01-18 21:05:00,104065.26,104239.98,104056.63,104239.98,0.0447,1737234599999,4654.49645110,15,0.04470000,4654.49645110,0
2025-01-18 21:10:00,104239.75,104239.75,104239.75,104239.75,0.00014,1737234899999,14.59356500,1,0.00014000,14.59356500,0
2025-01-18 21:15:00,103933.6,104301.34,103933.6,104301.34,0.00869,1737235199999,905.83553750,9,0.00809000,843.47537750,0
2025-01-18 21:20:00,103956.06,104230.0,103956.06,104199.8,0.05527,1737235499999,5746.18750070,9,0.00151000,157.37434760,0
2025-01-18 21:25:00,104199.7,104199.7,103968.18,104197.87,0.00918,1737235799999,954.96020680,5,0.00231000,240.69881020,0
2025-01-18 21:30:00,104197.45,104197.45,104195.51,104195.51,0.00141,1737236099999,146.91607650,2,0.00141000,146.91607650,0
2025-01-18 21:35:00,103976.74,104110.92,103930.12,103930.52,0.01897,1737236399999,1974.22382800,13,0.01566000,1630.20512460,0
2025-01-18 21:40:00,103930.65,104097.35,103930.65,104096.71,0.053,1737236699999,5516.00628130,6,0.04611000,4799.92410280,0
2025-01-18 21:45:00,104096.07,104110.96,103936.93,104095.36,0.06372,1737236999999,6632.82606200,13,0.06249000,6504.98363810,0
2025-01-18 21:50:00,104095.57,104095.57,103937.76,103938.86,0.056,1737237299999,5829.07893690,4,0.05427000,5649.26644710,0
2025-01-18 21:55:00,103934.98,103934.99,103900.0,103900.0,0.00117,1737237599999,121.58654390,5,0.00112000,116.39003990,0
2025-01-18 22:00:00,103891.43,103891.43,103891.43,103891.43,9e-05,1737237899999,9.35022870,1,0.00000000,0.00000000,0
2025-01-18 22:05:00,103938.86,104042.79,103893.39,104042.79,0.04051,1737238199999,4209.57128400,8,0.00670000,696.89371810,0
2025-01-18 22:10:00,103898.88,104077.9,103898.88,104077.9,0.02974,1737238499999,3094.41081500,11,0.02485000,2586.33225080,0
2025-01-18 22:15:00,104095.77,104095.79,103905.27,104095.79,0.00872,1737238799999,906.81368940,13,0.00363000,377.86770510,0
2025-01-18 22:20:00,104095.79,104095.79,104095.79,104095.79,0.01237,1737239099999,1287.66492230,14,0.01237000,1287.66492230,0
2025-01-18 22:25:00,104095.79,104175.0,104095.79,104175.0,0.03898,1737239399999,4058.13433210,20,0.03898000,4058.13433210,0
2025-01-18 22:30:00,104175.0,104245.0,104123.45,104200.0,0.03182,1737239699999,3316.07146030,24,0.03085000,3214.99739310,0
2025-01-18 22:35:00,104245.0,104245.0,104244.88,104244.89,0.00326,1737239999999,339.83836430,3,0.00326000,339.83836430,0
2025-01-18 22:40:00,104200.0,104200.0,104146.2,104147.61,0.00501,1737240299999,521.82304810,3,0.00000000,0.00000000,0
2025-01-18 22:45:00,104243.41,104243.41,104112.11,104112.11,0.00378,1737240599999,394.03619730,4,0.00377000,392.99507620,0
2025-01-18 22:50:00,104112.92,104242.98,104112.92,104118.95,0.11808,1737240899999,12294.20528890,9,0.00011000,11.46672330,0
2025-01-18 22:55:00,104243.39,104245.0,104243.39,104245.0,0.00104,1737241199999,108.41476780,4,0.00104000,108.41476780,0
2025-01-18 23:00:00,104245.0,104463.1,104136.84,104463.1,0.10796,1737241499999,11267.50876100,18,0.10597000,11060.27643350,0
2025-01-18 23:05:00,104145.54,104568.25,104145.54,104568.25,0.00618,1737241799999,645.01386810,11,0.00382000,399.22356270,0
2025-01-18 23:10:00,104580.32,104580.33,104500.01,104577.94,0.00471,1737242099999,492.50405940,9,0.00386000,403.67895690,0
2025-01-18 23:15:00,104502.79,104652.73,104502.79,104652.66,0.03894,1737242399999,4072.90248310,13,0.03729000,3900.47269340,0
2025-01-18 23:20:00,104511.79,104652.26,104502.62,104650.65,0.29169,1737242699999,30506.18377190,39,0.14503000,15177.69511260,0
2025-01-18 23:25:00,104500.01,104646.73,104500.01,104644.46,0.02084,1737242999999,2180.41613200,17,0.01817000,1901.40110530,0
2025-01-18 23:30:00,104500.0,104650.46,104500.0,104649.43,0.08757,1737243299999,9163.73181890,37,0.08450000,8842.91477330,0
2025-01-18 23:35:00,104648.99,104681.99,104507.75,104507.75,0.0126,1737243599999,1318.40010310,12,0.01002000,1048.77010810,0
2025-01-18 23:40:00,104681.86,104681.86,104511.08,104511.08,0.00226,1737243899999,236.54684550,4,0.00206000,215.64462950,0
2025-01-18 23:45:00,104500.01,104500.01,104420.24,104420.24,0.01526,1737244199999,1594.05831660,5,0.00000000,0.00000000,0
2025-01-18 23:50:00,104657.96,104657.96,104350.4,104499.85,0.04143,1737244499999,4323.62235310,8,0.00182000,190.24476170,0
2025-01-18 23:55:00,104499.0,104499.99,104498.5,104499.99,0.00055,1737244799999,57.47443470,3,0.00055000,57.47443470,0
2025-01-19 00:00:00,104499.98,104500.0,104349.69,104349.69,0.00352,1737245099999,367.56608200,6,0.00146000,152.56981660,0
2025-01-19 00:05:00,104499.12,104499.12,104350.74,104355.61,0.01991,1737245399999,2080.36476380,14,0.01849000,1932.18513480,0
2025-01-19 00:10:00,104497.56,104497.56,104322.99,104323.15,0.04517,1737245699999,4719.48502220,10,0.04144000,4330.35975580,0
2025-01-19 00:15:00,104491.68,104491.68,104486.04,104486.04,0.00829,1737245999999,866.19405500,16,0.00829000,866.19405500,0
2025-01-19 00:20:00,104485.84,104485.84,104481.13,104481.13,0.03148,1737246299999,3289.18905520,13,0.03148000,3289.18905520,0
2025-01-19 00:25:00,104244.26,104477.51,104203.26,104461.93,0.00364,1737246599999,379.42742340,10,0.00047000,49.10010450,0
2025-01-19 00:30:00,104456.93,104456.93,104454.42,104454.42,0.00908,1737246899999,948.46141840,10,0.00908000,948.46141840,0
2025-01-19 00:35:00,104213.26,104446.34,104213.26,104221.53,0.03446,1737247199999,3594.87494750,10,0.01563000,1632.39573610,0
2025-01-19 00:40:00,104203.15,104434.49,104203.14,104203.34,0.01859,1737247499999,1937.93577240,9,0.00351000,366.54986840,0
2025-01-19 00:45:00,104205.16,104428.93,104205.16,104428.6,0.01853,1737247799999,1935.05730920,7,0.01849000,1930.88903050,0
2025-01-19 00:50:00,104428.53,104428.53,104262.48,104267.4,0.04291,1737248099999,4477.77435260,11,0.02337000,2440.48442920,0
2025-01-19 00:55:00,104267.43,104426.42,104090.69,104090.69,0.02666,1737248399999,2779.70310510,14,0.00110000,114.66139160,0
2025-01-19 01:00:00,104091.89,104270.82,104091.89,104270.82,0.01042,1737248699999,1085.72388310,9,0.00973000,1013.89912600,0
2025-01-19 01:05:00,104102.75,104298.17,104102.75,104110.11,0.00426,1737248999999,443.49674860,7,0.00006000,6.25788920,0
2025-01-19 01:10:00,104112.2,104297.04,104112.2,104295.84,0.08736,1737249299999,9110.16424170,14,0.08114000,8462.58635770,0
2025-01-19 01:15:00,104295.78,104295.79,104108.2,104289.73,0.07904,1737249599999,8242.41161190,12,0.07393000,7710.40997390,0
2025-01-19 01:20:00,104067.21,104288.48,104003.1,104275.3,0.04098,1737249899999,4272.75722860,15,0.03740000,3900.22313720,0
2025-01-19 01:25:00,104274.93,104325.0,104021.44,104023.8,0.09275,1737250199999,9670.11520850,10,0.08125000,8473.85734410,0
2025-01-19 01:30:00,104324.99,104499.1,104102.42,104499.1,0.01927,1737250499999,2009.11550460,6,0.01348000,1406.36180280,0
2025-01-19 01:35:00,104499.1,104567.89,104139.2,104317.64,0.03341,1737250799999,3485.59822300,12,0.01682000,1757.69516770,0
2025-01-19 01:40:00,104681.57,104681.58,104325.4,104681.03,0.03939,1737251099999,4116.88788150,10,0.02063000,2159.58058010,0
2025-01-19 01:45:00,104343.44,104680.57,104343.44,104359.74,0.00653,1737251399999,681.54627590,3,0.00049000,51.29347930,0
2025-01-19 01:50:00,104359.74,104359.74,104359.74,104359.74,0.0,1737251699999,0.00000000,0,0.00000000,0.00000000,0
2025-01-19 01:55:00,104370.59,104373.71,104370.58,104373.71,0.01216,1737251999999,1269.15873680,5,0.00000000,0.00000000,0
2025-01-19 02:00:00,104668.15,104668.19,104377.45,104390.91,0.08503,1737252299999,8893.11370180,10,0.06096000,6380.57238900,0
2025-01-19 02:05:00,104393.14,104743.21,104393.14,104409.69,0.01327,1737252599999,1387.89166370,19,0.00804000,841.87583720,0
2025-01-19 02:10:00,104748.42,104822.62,104438.53,104822.62,0.01586,1737252899999,1661.46355570,22,0.01408000,1475.56297230,0
2025-01-19 02:15:00,104456.47,104822.61,104456.47,104476.53,0.01069,1737253199999,1117.06504680,5,0.00090000,94.34033280,0
2025-01-19 02:20:00,104506.87,104973.55,104506.87,104598.0,0.02284,1737253499999,2392.27728930,29,0.01256000,1317.52432460,0
2025-01-19 02:25:00,104599.98,105183.75,104599.98,105101.45,0.46193,1737253799999,48515.49926110,73,0.44101000,46320.00218080,0
2025-01-19 02:30:00,105101.5,105341.21,105101.48,105116.13,0.34017,1737254099999,35812.93035510,40,0.33578000,35351.52554080,0
2025-01-19 02:35:00,105120.17,105339.95,105068.87,105068.87,0.10766,1737254399999,11316.96209890,30,0.00269000,283.34349390,0
2025-01-19 02:40:00,105331.57,105331.57,105069.26,105080.58,0.01466,1737254699999,1543.42285320,14,0.01202000,1266.03686920,0
2025-01-19 02:45:00,105318.61,105318.61,105064.32,105064.32,0.01853,1737254999999,1947.11804590,17,0.00078000,82.14308280,0
2025-01-19 02:50:00,105064.32,105299.38,104975.98,105286.23,0.00994,1737255299999,1044.92607600,14,0.00418000,440.11231660,0
2025-01-19 02:55:00,104980.04,104980.04,104858.9,104916.64,0.02202,1737255599999,2310.45529280,17,0.00785000,823.59951550,0
2025-01-19 03:00:00,104858.86,104913.47,104829.35,104842.48,0.00251,1737255899999,263.15325810,5,0.00002000,2.09826940,0
2025-01-19 03:05:00,104885.88,104942.05,104713.16,104713.16,0.01127,1737256199999,1181.49435110,26,0.00093000,97.58178940,0
2025-01-19 03:10:00,104685.47,104909.33,104539.79,104539.9,0.11674,1737256499999,12205.53738100,25,0.00003000,3.14108370,0
2025-01-19 03:15:00,104540.31,104893.35,104540.31,104893.35,0.00134,1737256799999,140.23330460,5,0.00029000,30.41907150,0
2025-01-19 03:20:00,104551.9,104556.48,104551.9,104556.48,0.00776,1737257099999,811.33126650,6,0.00000000,0.00000000,0
2025-01-19 03:25:00,104566.26,104863.24,104566.26,104863.24,0.00047,1737257399999,49.15208180,2,0.00002000,2.09726480,0
2025-01-19 03:30:00,104861.16,104861.2,104571.23,104587.8,0.03728,1737257699999,3909.04596370,18,0.03664000,3842.11218330,0
2025-01-19 03:35:00,104689.76,104874.92,104689.76,104873.38,0.00125,1737257999999,130.90576780,8,0.00022000,23.07237780,0
2025-01-19 03:40:00,104750.4,104822.6,104726.39,104726.39,0.00748,1737258299999,783.47166810,8,0.00037000,38.78436200,0
2025-01-19 03:45:00,104726.57,105143.87,104726.57,105143.87,0.01944,1737258599999,2039.64824820,15,0.01885000,1977.85920590,0
2025-01-19 03:50:00,105143.87,105173.99,105143.87,105143.87,0.06201,1737258899999,6521.24577780,16,0.03076000,3234.95775060,0
2025-01-19 03:55:00,105143.87,105188.85,105024.13,105026.35,0.04401,1737259199999,4627.02313850,10,0.02330000,2450.89177270,0
2025-01-19 04:00:00,104922.01,104922.81,104895.09,104900.26,0.02436,1737259499999,2555.74352830,13,0.00000000,0.00000000,0
2025-01-19 04:05:00,105171.06,105171.07,105169.7,105169.7,0.00358,1737259799999,376.51020470,5,0.00358000,376.51020470,0
2025-01-19 04:10:00,104917.83,105164.82,104917.83,105151.21,0.07224,1737260099999,7590.34257930,32,0.04732000,4975.75730530,0
2025-01-19 04:15:00,105192.5,105257.99,104702.29,105177.7,0.3225,1737260399999,33847.89351600,57,0.02894000,3044.71051260,0
2025-01-19 04:20:00,104789.12,105185.76,104789.11,105185.46,0.06861,1737260699999,7197.57279860,37,0.04409000,4626.01628400,0
2025-01-19 04:25:00,105185.46,105185.61,104886.3,105184.98,0.0798,1737260999999,8393.71691660,37,0.07955000,8367.49472610,0
2025-01-19 04:30:00,104896.59,104898.09,104780.86,104828.03,0.09591,1737261299999,10056.08728200,26,0.00000000,0.00000000,0
2025-01-19 04:35:00,105127.71,105127.71,104839.9,104843.04,0.07229,1737261599999,7595.85154070,24,0.05932000,6236.04811350,0
2025-01-19 04:40:00,105123.72,105123.72,104847.25,105122.49,0.179,1737261899999,18796.04399310,34,0.10227000,10750.90765840,0
2025-01-19 04:45:00,104862.87,105122.14,104862.87,105121.78,0.02601,1737262199999,2734.18452470,25,0.02586000,2718.45509420,0
2025-01-19 04:50:00,105121.46,105121.46,104849.79,105117.43,0.40774,1737262499999,42861.24370380,56,0.40761000,42847.61323110,0
2025-01-19 04:55:00,104853.38,105116.98,104839.15,104839.78,0.008,1737262799999,838.76290840,7,0.00006000,6.30701880,0
2025-01-19 05:00:00,105109.03,105109.03,104791.63,104792.94,0.00141,1737263099999,147.95181290,6,0.00056000,58.86105680,0
